Unique_Namecodes,DeviceName
Galaxy Watch Active (7A75) LE,Wearable (Fitness Tracker)
BRIO,Camera
DST-1024,Other
Evoke D2 F32E32,Other
Sonsi21,Other
83105606,Other
22002003,Other
MOMENTUM 3,Bluetooth Headphones
Huawei RG,Router
Outlier ONE Plus BLE,Bluetooth Headphones
IWL250 83457071,Payment Device
TECNO T349,Feature Phone
OPPO A5s,Smartphone
T821,Other
AUKEY BR-C1,Bluetooth Receiver
Audi MMI 5548,Car
Isi,Other
JBL TUNE120TWS,Bluetooth Headphones
81943174,Other
Markus Handy,Smartphone
CAR-KIT,Car
Redmi andi,Smartphone
TriplXXX,Other
TIM_BOX 8651,Other
VW BT 4099,Car
VW Radio,Car
realme C3,Smartphone
82219926,Other
HUAWEI P20,Smartphone
ROUTER KING,Router
OPPO F11 Pro,Smartphone
C3520,Feature Phone
LG webOS TV UN73006LA,TV
Rockbox Brick,Bluetooth Speaker
BRAVIA 4K GB ATV3 1114,TV
Redmi 7A,Smartphone
SL3 professional,Other
DDR-47BT,Car
TVSamsung LED32,TV
pop,Other
Wohnung N&N,Other
Wohnung Oma,Other
TWS BLE,Bluetooth Headphones
VLADIVAN,Other
LKVA041,Other
DP_2_1_TOGKX283512,Other
HUAWEI P30,Smartphone
Ingenico_PRN,Other
Echo Show 5-JCH,Other
Vale,Other
DESKTOP-E9SQRMF,Desktop PC
MVH-A200VBT,Car
gdmelkbox,Other
TV Salotto,TV
å°ç±³ææº,Smartphone
Gear Fit2 Pro (DE6E),Wearable (Fitness Tracker)
Polar Ignite 72F0B520,Wearable (Fitness Tracker)
Q60,Smartphone
AMICO MIO,Other
Galaxy J5,Smartphone
T11,Other
PHL-QM164E,Other
846B216BFE1033AFE9,Other
son proprio mi,Other
Al,Other
S66+,Feature Phone
TOSHIBA TV,TV
T009_BA0824,Other
ejon,Other
TV Samsung Q60 Series (65),TV
SensorSafe,Wearable (Fitness Tracker)
Truma App,Other
T24,Other
IPXXJ143600296,Other
60477015,Other
Echo Show 5-4V1,Other
21289791,Other
TV Samsung 5 Series (55),TV
KD-55XE8505,TV
DEH-4700BT  ,Desktop PC
Fisch,TV
Gear Fit2 Pro (2C63),Wearable (Fitness Tracker)
 element ,Other
QCY-T1_L,Other
POSTINO PAT,Other
Venue-Tile,Other
VANDYVAPE PS V2,Other
Bose Color II SoundLink,Other
TV tv,TV
Sc3fd039acb587266C,Other
ASUS-BK01,Other
ROBERT-PC,Desktop PC
M135,Other
PC_MAKO,Desktop PC
OP Headset,Bluetooth Headphones
DESKTOP-0RORHNI,Desktop PC
HUAWEI Y6 2019,Smartphone
115HR,Wearable (Fitness Tracker)
R6,Other
VS9-EU-MGA0807A,Other
VW BT 4997,Car
Google Home Studio,Bluetooth Speaker
KX-TU110,Feature Phone
BRAVIA 4K GB ATV3 0420,TV
846B217E667E33A8E9,Other
Galaxy Watch Active2(70F4) LE,Wearable (Fitness Tracker)
My-iPhone,Smartphone
skipper 0796,Other
Samsung Soundbar J-Series,Bluetooth Speaker
ENVY Photo 6200 series,Printer
SL910,Feature Phone
DESKTOP-U836OUB,Desktop PC
Eve Door 6A87,Smart Home Device
REDMI MBW,Wearable (Fitness Tracker)
Nunzio,Other
Audi MMI 3430,Car
elefloyd.,Other
Roberto,Other
HUAWEI Y6 Pro 2017 Donato,Smartphone
Meizu m3 note,Smartphone
OlÃ¡,Other
Philippe Picard,Other
Galaxy Fit (D231),Wearable (Fitness Tracker)
LAPTOP-T0G1G19S,Laptop
precision,Other
JBL Charge 4,Bluetooth Speaker
Forerunner 35,Wearable (Fitness Tracker)
MVH-A210BT,Car
MiTV-MSSP3,TV
Eve Weather 0577,Smart Home Device
RA389,Other
BOZ0004#y0LtHs,Other
giorgy,Other
android-44,Other
LE-BellBose,Bluetooth Speaker
TIMvision 5964,TV
NS-218BT,Bluetooth Speaker
B210_73151822,Other
BOZ0027#M5YvFw,Other
BLE_Edge 520,Wearable (Fitness Tracker)
A1L06G7A DD8A1AD6E171,Other
DESKTOP-ATGIE8V,Desktop PC
BRC1H FDC61C,Other
BRC1H FD9284,Other
81968291,Other
BRC1H FD9B71,Other
LG webOS TV UJ630V,TV
DLX4-CBM-RGB+W,Smart Home Device
BOHK-WAX9X,Other
81774244,Other
ES3-F88A5E355F99,Other
DORO5030,Feature Phone
Ingresso,Other
81435865,Other
83468917,Other
B210_73139692,Other
MC3100R,Other
WindowsCE,Other
SURFACE-SM,Other
1841S022023815,Other
QL-820NWB5890,Printer
LG webOS TV OLED55C7V,TV
METZ 2K TV,TV
Michy cell Redmi,Smartphone
S992495eb0c14d519C,Other
LE-reserved_N,Other
SamJe,Other
VW BT 2248,Car
61285618,Other
PC-MACC2,Desktop PC
DP_2_0_TOVHX170379,Other
Jack s OPPO Reno2,Smartphone
M585M590,Other
DP_2_1_TOGLY022037,Other
QCY-T1,Bluetooth Headphones
Luca 98,Other
Audi MMI 2669,Car
Amazfit Pace-F437,Wearable (Fitness Tracker)
KLIM Fusion BT,Bluetooth Headphones
LAPTOP-O5SLNFLT,Laptop
LG webOS TV SM8200PLA,TV
PINAR,Other
Juan,Other
GIANCARLO,Other
TenTen,Other
DESKTOP-JI85FDD,Desktop PC
LAPTOP-Q9BC4B0D,Laptop
Galaxy M31,Smartphone
82808886,Other
Nico P20 lite,Smartphone
81955768,Other
Mr Phone,Smartphone
HUAWEI P smart 2019 Marty ,Smartphone
EDA50,Other
MI 8 SE,Smartphone
HUAWEI P8 lite 20 17th wireles,Smartphone
Betty g,Other
olga,Other
DESKTOP-MARC,Desktop PC
KDL-55W809C,TV
fra,Other
B210_73032232,Other
LE-Interstellar Airlines,Other
60564261,Other
82038905,Other
HONOR Band 5-0CA,Wearable (Fitness Tracker)
LE-RODI,Other
PaMu Scroll,Bluetooth Headphones
OnePlus 3,Smartphone
AUKEY EP-T21_BLER,Bluetooth Headphones
AUKEY EP-T21_BLEL,Bluetooth Headphones
DESKTOP-MD256GR,Desktop PC
Jack,Other
PC-GIACOMO,Desktop PC
Buds,Bluetooth Headphones
X,Other
MYA-L1,Smartphone
Domyos-TC-1303,Other
18073A03863245DAD,Other
iPhone di Kiara,Smartphone
AUKEY EP-T25,Bluetooth Headphones
paul_hotspot,Other
TV Samsung Q8 Series (55),TV
HUAWEI LUA-L21,Smartphone
Oral-B Toothbrush,Other
TIM_BOX 0591,TV
ALCATEL ONETOUCH 2045,Feature Phone
BRC1H FB8EE6,Other
BRC1H DC4B35,Other
Renzo,Other
O.COSEN_2DBF_EY109XL,Other
O.COSEN_FB1A_XA582FB,Other
TV TV GIORGIO,TV
LG OM4560(97),Bluetooth Speaker
VW BT 7991,Car
GBT-CARKIT,Car
Forerunner 30,Wearable (Fitness Tracker)
Ace 2,Wearable (Fitness Tracker)
TV Samsung Serif TV (55),TV
JVC TV,TV
Galaxy Fitâ (3D1C),Wearable (Fitness Tracker)
TV Tv sala,TV
BT7268,Car
ALCATEL 2003G,Feature Phone
NB21,Other
HUAWEI P30 lite di Andre,Smartphone
LAPTOP-ARRP5SBM,Laptop
TIMvision 7071,TV
TV UE65JU6500,TV
B210_73113327,Other
AuraBox-audio,Other
TIM_BOX 5282,TV
TIM_BOX 4421,TV
Redmi giogaeta,Smartphone
DESKTOP-39VR2NF,Desktop PC
SELECT,Other
BRAVIA,TV
Ila,Other
OPPO A73,Smartphone
Galaxy Watch Active2(35D5) LE,Wearable (Fitness Tracker)
KDL-43W755C,TV
DP_2_0_TOVJX218765,Other
TIM_BOX 5338,TV
C3520I,Feature Phone
Note 9P,Smartphone
VW BT 5895,Car
iTec-Cap Ble,Smart Cap
Evoke D6 152D1B,Smart Radio
TV gesu,TV
IDTW211R,Wearable (Fitness Tracker)
AV Samsung Soundbar MS550,Bluetooth Speaker
Paride,Other
LG webOS TV UK6200PLA,TV
TV UE48JS9000,TV
HUAWEI Band 4-909,Wearable (Fitness Tracker)
KD-49XF9005,TV
BRAVIA 4K GB ATV3 5327,TV
BLE_ATH-M50xBT,Bluetooth Headphones
Echo Show 8-K02,Smart Display
Galaxy Watch (8BA6),Wearable (Fitness Tracker)
Phonocar,Other
TIM_BOX 3770,TV
LG webOS TV UK6500 Marco,TV
Rider_Unpaired ,Other
Telefono Fulvio,Smartphone
81858087,Other
B210_73109297,Other
Jabra Evolve2 65,Bluetooth Headphones
81389309,Other
Alessandra Redmi,Smartphone
vĂ­vomove 3S,Wearable (Fitness Tracker)
B210_73108213,Other
D1J201007825,Other
XXRBJ151801547,Other
OPPO A7,Smartphone
22105163,Other
B210_73143286,Other
PORTATILE-LEONA,Laptop
LG SL5Y(99),Bluetooth Speaker
SW301_LE,Other
TR7500 seri,Other
Neffos X1 Lite,Smartphone
OPPO Daniele,Smartphone
ilink,Other
Note5 Mauro,Smartphone
CR-18846,Other
82019088DC82019088,Other
SP07,Other
Carkit,Car
ANGELO,Other
BLE_Garmin Drive #332147,Other
LE-Salvatore Bose,Bluetooth Speaker
FMT-B6,Other
VAIO,Laptop
XA844LC____,Other
BT29,Car
4 Hungit (Galaxy Core ,Smartphone
Nokia230,Feature Phone
XA720KJ,Other
TV UE48J6200,TV
ihoment_H6113_6FA6,Other
BT_nuvi #3907736436,Other
BT_dezl #3916552951,Other
5221470,Other
81649626,Other
Roberto Prandini (Galaxy S5),Smartphone
S5 prof.,Smartphone
SumUp 432,Payment Device
LE-Cip & Ciop,Other
LE-reserved_D,Other
Galaxy Fit (359E),Wearable (Fitness Tracker)
C16_Pro,Other
DNX716WDABS,Other
Skoda BT ----,Car
LM707,Other
82101015,Other
BT_RADIO,Car
Mi True Wireless EBs Basic_R,Bluetooth Headphones
TV UE50J6200,TV
TV UE55JU6410,TV
DESKTOP-CST19R2,Desktop PC
HUAWEI ,Other
Nokia 309 acha,Feature Phone
Rider10,Wearable (Fitness Tracker)
KD-49XF8096,TV
TV Muflone,TV
BT Speaker,Bluetooth Speaker
Hammer PatriotPlus,Smartphone
LINK FR151RL,Wearable (Fitness Tracker)
MUSICSOUND,Other
TV del salotto,TV
TV cucina,TV
DP_2_0_TOVHX314008,Other
BRAVIA 4K... (365)3,TV
TV Samsung Sala,TV
Bra manu&ste,Other
DESKTOP-3SK0O8C,Desktop PC
TVSamsung LED48,TV
BRAVIA 4K GB ATV3 1185,TV
SumUp 507,Payment Device
82414760,Other
KD-49XF8596,TV
B6B7Pro-3FB1,Other
D3P(ID-1D77),Other
TIM_BOX 7479,TV
skipper 6031,Other
LAPTOP-41OR809N,Laptop
TWS L8,Bluetooth Headphones
Camera matrimoniale,Camera
oppo loppo croppo stroppo,Smartphone
LCOG-91930743A00,Other
E2530 xxx,Other
LCOG-91940394D01,Other
S4 professional,Smartphone
A60,Smartphone
ST-MC20,Other
HUAWEI GT3,Smartphone
DP_2_0_TOVJT058506,Other
LG webOS TV NANO796NE,TV
VW BT 7846,Car
LG webOS TV OLED55BX6LB,TV
82340349,Other
82300247,Other
ELEONORA,Other
XXRAJ183100854,Other
Honor Manu ,Smartphone
BRC1H D594E7,Other
OPPO A9,Smartphone
83231351,Other
LE-Bose di Loredana,Bluetooth Speaker
80577368,Other
G358179,Other
B210_73140521,Other
25212570,Other
Mi True Wireless EBs Basic_L,Bluetooth Headphones
mobike,Other
BT12+2,Other
BRC1H 8724CF,Other
realme 5 Pro,Smartphone
BRC1H 870A6C,Other
B210_73149613,Other
24774660,Other
50J184201631,Other
B210_73145192,Other
TV Samsung 6 Series (65),TV
Camera 1,Camera
BRC1H 871EC4,Other
BRC1H A212C2,Other
My IQOS 2.4+,Other
BRC1H 86D298,Other
EssenzaTwo_1098C3F50EC9,Other
QHM-E0AE,Smart Helmet
HUAWEI Band 4-70F,Wearable (Fitness Tracker)
20205265,Other
B210_73130934,Other
TV UE40JU6500,TV
Sami,Other
61176482,Other
Signage 43,Digital Signage
B210_73164484,Other
B210_73130834,Other
mb_VqYZ9nu,Other
mb_tNmn0o7L,Other
VW BT 7619,Car
DESKTOP-DKMSTAT,Desktop PC
mb_OGoRV9bQ,Other
81697172,Other
ELK-BLEDOM   ,Other
Audi MMI 4207,Car
Mi Band HRX,Wearable (Fitness Tracker)
tatenda-HP-250-G6-Notebook-PC,Laptop
lewis,Other
Galaxy Tab A,Tablet
Erzaâs iPhone,Smartphone
DESKTOP-OC6UVV0,Desktop PC
TV UE48J6300,TV
DESKTOP-EG14GLQ,Desktop PC
LAPTOP-MBC9URLA,Laptop
LE_WH-1000XM3,Bluetooth Headphones
SMA001d SN 305031281 SN305031,Other
M5,Wearable (Fitness Tracker)
LAPTOP-O8K43EDH,Laptop
LE-Chabby,Other
LE-Bose AE2 SoundLink,Bluetooth Headphones
LAPTOP-BSQ3HLHA,Laptop
CS20X-1091,Other
IQOS 3 Multi,Other
p10 lite,Smartphone
QCY-T2C,Bluetooth Headphones
F21,Smartphone
Redmi CP,Smartphone
LYWSD03MMC,Other
HUAWEI P40 lite,Smartphone
C1,Other
Galaxy Watch Active (E036) LE,Wearable (Fitness Tracker)
E4349319E5FD,Other
nonna,Other
JBL Flip 4,Bluetooth Speaker
21782741,Other
Oppo di Gabriele,Smartphone
81997720,Other
SONY KD-65AG9,TV
KD-75XF8596,TV
SANITAS SBF70,Smart Scale
crsester,Other
ZF-850,Other
BTPrinter,Printer
HUAWEI Band 2-b25,Wearable (Fitness Tracker)
LCOG-91545221A02,Other
Polar Ignite 62BEE72A,Wearable (Fitness Tracker)
Sali,Other
LE-Bose Free SoundSport P,Bluetooth Headphones
81456418,Other
KD-X3BT       ,Car
VW BT 6933,Car
Jenny,Other
Q1,Other
Redmi Note 4X,Smartphone
lumjc801,Other
Y635-L21Y635-L21,Smartphone
HUAWEI Band 4-BF6,Wearable (Fitness Tracker)
MacBook Air di Marta (2),Laptop
LIFEBEE03,Other
VS9-EU-MJA0390A,Other
HONOR Band 5-09E,Wearable (Fitness Tracker)
LAPTOP-U4PVIQ2R,Laptop
OnePlus 3T,Smartphone
aiffon13,Other
FIBARO Single Switch ,Smart Home Device
Eve Door 0D51,Smart Home Device
Eve Door CC0A,Smart Home Device
iPhone di Silvia Beda,Smartphone
iPhone di Sara,Smartphone
82793813,Other
81336445,Other
BRAVIA 4K GB ATV3 8373,TV
LE-Bose NC 700 Headphones,Bluetooth Headphones
ZeRound_LE,Wearable (Fitness Tracker)
betta,Other
LAPTOP-RVNI1POG,Laptop
LAPTOP-ANUN9LEM,Laptop
MP-PC,Other
LAPTOP-2RAOFU9S,Laptop
iphone di me medesimo ,Smartphone
Alberto Deavi,Other
MIScooter5517,Scooter
HONOR Band 5-81A,Wearable (Fitness Tracker)
Galaxy Core Prime,Smartphone
TV UE55JU7000,TV
MIScooter0176,Scooter
smart watch,Wearable (Fitness Tracker)
X6,Smartphone
Gabriella ,Other
HUAWEI Y6s,Smartphone
HUAWEI Band 2-97e,Wearable (Fitness Tracker)
fatti una ricarica ,Other
TV UE48JU6500,TV
BRAVIA 4K GB ATV3 0366,TV
MO8726,Other
TV Samsung 8 Series (50),TV
LG-G351 renato,Smartphone
Steel HR 34,Wearable (Fitness Tracker)
Eve Door E48C,Smart Home Device
Eve Door A1A4,Smart Home Device
OnePlus 7T,Smartphone
1926S022043376,Other
LAPTOP-D87AF711,Laptop
LE-Cuffie Bose Mario,Bluetooth Headphones
Polar Vantage M 492CA32E,Wearable (Fitness Tracker)
catec,Other
SumUp 678,Payment Device
Gear Fit2 (0698),Wearable (Fitness Tracker)
Polar M430 5AAC4C21,Wearable (Fitness Tracker)
LE-Bose Sound Link En,Bluetooth Speaker
Gear Sport (56E5) LE,Wearable (Fitness Tracker)
MacBook di Lucio,Laptop
Polar A360 C5A8CF15,Wearable (Fitness Tracker)
LAPTOP-FIM0ANT3,Laptop
LAPTOP-CQ3JVL9C,Laptop
PATRICK-PC,Other
NBLK-WAX9X,Car
NORBIATO-VITTOR,Other
SHADOW,Other
1926S022042768,Other
DCS-8000LH-7C1A,Camera
View3u,Smartphone
EssenzaTwo_1098C3CF2C7D,Other
80594789,Other
thaitiz vivo 1718,Smartphone
BAT CHG,Other
ZUFFY,Other
LE_WH-XB900N,Bluetooth Headphones
LAPTOP-PG5SEVGE,Laptop
realme XT,Smartphone
LE-Marcio s,Other
LE-Bose di Loca,Bluetooth Speaker
Mi True Wireless Earbuds_L,Bluetooth Headphones
W-6523,Other
JBL Xtreme 2,Bluetooth Speaker
Evoke D2 ED7018,Bluetooth Speaker
vÃ­vosport,Wearable (Fitness Tracker)
SPH-DA250DAB,Car
Beoplay E8,Bluetooth Headphones
Redmid33 ð¥¬,Smartphone
XXRBJ155201036,Other
HUAWEI TAG-L01,Smartphone
84174056,Other
Polar Vantage M 6C74AC27,Wearable (Fitness Tracker)
Angelica T. ,Other
HUAWEI P20 lite000012312412340,Smartphone
TIM_BOX 3146,TV
Amico Flip +,Other
FW-75BZ35F,Other
SumUp 088,Payment Device
IGOR2,Other
ZK606,Other
1845S022006820,Other
BoseSoundTouchSetupIOS,Other
Amazfit Bip S,Wearable (Fitness Tracker)
Alcatel Go Watch,Wearable (Fitness Tracker)
SFARM,Other
Urs mate,Other
136,Other
Samsung Galaxy S7 edge,Smartphone
LAPTOP-ODA98OLK,Laptop
HONOR Band 5-70B,Wearable (Fitness Tracker)
XXRBJ151900490,Other
HUAWEI Band 4 Pro-ED1,Wearable (Fitness Tracker)
Scooter,Scooter
DARIO,Other
TV Samsung The Frame (32),TV
jesusð,Other
TV UE48J6272,TV
KD-49X8308C,TV
AppSuite,Other
Maxprotein99,Other
TV Samsung 8 Series (75),TV
Gear Sport (D2CA) LE,Wearable (Fitness Tracker)
HUAWEI P smart Pro,Smartphone
Dio cavallo,Other
Gabri s phone,Smartphone
LG GS500,Smartphone
SPEN (B92B) YZ,Other
SAIET UNICO,Other
marta,Other
B3BA2002000888,Other
HONOR Band 5-DAD,Wearable (Fitness Tracker)
B210_73143749,Other
BRAVIA 4K GB ATV3 1984,TV
81524991,Other
AndroidAP,Other
KD-55X8508C,TV
MVH-AV290BT,Car
Q11,Smartphone
BLE-Vivachek,Smart Health Device
DESKTOP-VMHSSDD,Desktop PC
AMICO Chic,Other
RiderOne,Other
iPhone di Giorgia,Smartphone
HP 2.4G wireless and BT Mouse,Desktop PC
KD-49X8305C,TV
DESKTOP-6HPUR41,Desktop PC
ALE,Other
XXRBJ151702190,Other
L5,Smartphone
HUAWEI Band 2-f7c,Wearable (Fitness Tracker)
BT68U,Other
DEH-4600BT  ,Car
DESKTOP-CQG6LVI,Desktop PC
TIM_BOX 5222,TV
Echo Dot-38X,Bluetooth Speaker
AXLOIE Goin G2,Bluetooth Headphones
DORO508,Feature Phone
Matt03,Other
LAPTOP-MLQ4R065,Laptop
LAPTOP-KV7C4RI7,Laptop
XXRBJ192401696,Other
SumUp 195,Payment Device
Android TV,TV
Fabio Merzi,Other
27,Other
SumUp 238,Payment Device
MPAY-5B651539,Payment Device
M18,Other
BCM4343A1 UART 37.4 MHz wlbga_,Other
TomSpot,Other
Galaxy A50,Smartphone
IWL250 83453978,Payment Device
Riccardo,Other
HONOR Band 5-699,Wearable (Fitness Tracker)
TWS,Bluetooth Headphones
IWL250 82633852,Payment Device
CIR600,Other
BlueUp-04-017315,Other
Signage Samsung QMN Series,Smart Signage
BlueUp-04-017308,Other
BlueUp-04-017317,Other
BlueUp-04-017316,Other
BlueUp-04-017322,Other
BlueUp-04-017307,Other
BlueUp-04-017319,Other
Mi Air2,Bluetooth Headphones
IWL250 23229903,Payment Device
Lubi5,Other
RF01P191612412,Other
lime-931303306059,Other
RF01P191612250,Other
RF01P191752513,Other
RF01P191613002,Other
lime-931303119565,Other
Computer-Barbara,Other
B210_73113541,Other
RF01P191572124,Other
lime-931303129826,Other
LAPTOP-HL4LMK3V,Laptop
BOOM 3,Bluetooth Speaker
Been There,Other
boAt Rugby,Bluetooth Speaker
Portrait2-62746A,Other
RF01P191622298,Other
LG CM2460DAB(DE),Bluetooth Speaker
22347553,Other
Portrait2-20695A,Other
82809256,Other
83181326,Other
82373979,Other
B36,Other
realme 5 Pro ventu,Smartphone
Nicola (cellulare),Smartphone
HUAWEI P9Lisa,Smartphone
HolyHigh EA7,Bluetooth Headphones
IWL250 81636806,Payment Device
LG-SK1 (C3),Bluetooth Speaker
TV UE60JU6800,TV
Triones-FFFF0003CB,Other
Nokia 7230,Feature Phone
SmartPad,Tablet
BRAVIA 4K GB ATV3 6585,TV
B210_73100370,Other
TivÃ¹,TV
LG SL5Y(AF),Bluetooth Speaker
HUAWEI MediaPad M5 lite 10,Tablet
81794247,Other
Kitchen TV,TV
TV Samsung Q80 Series (65),TV
El telefono del Mik,Smartphone
ghostncl P30 lite,Smartphone
HUAWEI claudietta,Smartphone
iaia,Other
ABZN18056W10,Other
leidp3,Other
OnePlus 6,Smartphone
LAPTOP-KB5IPA18,Laptop
LAPTOP-5LMT851K,Laptop
MacBook-Pro-di-Teresa,Laptop
pk,Other
LAPTOP-RMGPFMPA,Laptop
LAPTOP-DHDO0S6T,Laptop
F9 V5.0  ,Other
DESKTOP-AJ8QADN,Desktop PC
DESKTOP-9CRIC4R,Desktop PC
BE-S1,Other
HONOR 20,Smartphone
MOTION IN EAR,Bluetooth Headphones
LE-Bose QC35 Alex,Bluetooth Headphones
Honor 6X,Smartphone
Amazfit T-Rex,Wearable (Fitness Tracker)
copacabana,Other
ID130,Wearable (Fitness Tracker)
QH103,Other
LAPTOP-5G2LAUEQ,Laptop
Ã¨ un Redmi7 signori,Smartphone
HUAWEI Mouse CD20,Other
DBS.PHONE,Other
LAPTOP-4F9C6507,Laptop
DP_2_1_TOGKX098154,Other
KD-55S8505C,TV
Aukey SK-M7,Bluetooth Speaker
Echo Show,Bluetooth Speaker
Ale,Other
DP_2_0_TOVHX087156,Other
E1-570G,Laptop
KLIM Pods,Other
DESKTOP-UL8G7IJ,Desktop PC
DESKTOP-ABOJ4IT,Desktop PC
MacBook Pro di NicolÃ² ,Laptop
LAPTOP-0BSSHTP4,Laptop
PC-FILLO,Other
Earbuds Schneider,Bluetooth Headphones
LAPTOP-MJ5GC5AE,Laptop
QCY-T3_R,Bluetooth Headphones
carlo-minotebook,Laptop
LAPTOP-J6AMPA6K,Laptop
QCY-T3_L,Bluetooth Headphones
DESKTOP-NA1F59J,Desktop PC
QCY-T3_R 2.18  LE,Bluetooth Headphones
Galaxy Buds (1765),Bluetooth Headphones
Sconosciuto,Other
LAPTOP-QDOUH9GN,Laptop
JBL LIVE300TWS-LE,Bluetooth Headphones
KPL-W0X,Other
franzpozzi,Other
DESKTOP-M2JBEBP,Desktop PC
EDOFIORE,Other
LAPTOP-5D6NS8KC,Laptop
LE-The Doctor,Other
LAPTOP-38K5T7P4,Laptop
SEL920002260044,Other
SEL920002260051,Other
XXRBJ151801874,Other
Redmi Pat,Smartphone
Armor_X3,Smartphone
Uconnect,Other
qtxaYcXo,Other
TV Samsung 7 (43) Soggiorno,TV
LG CM2760(C7),Bluetooth Speaker
Audi MMI 3365,Car
VE767700-4D5337B3,Other
BT Speakerphone,Bluetooth Speaker
HUAWEI P smart+,Smartphone
DP_2_1_TOGKX370139,Other
DP_2_0_TOVHX065362,Other
MVH-X560BT   ,Car
ANNALISA,Other
iPad di giuse,Tablet
DESKTOP-T7EEGBQ,Desktop PC
PCALESSIA,Other
HONOR Band 5-8D1,Wearable (Fitness Tracker)
RuvyCell,Other
HiFuture FlyBuds,Bluetooth Headphones
Romina Redmi,Smartphone
Fante,Other
JBL Reflect Mini BT,Bluetooth Headphones
Pegasus,Other
Mpow M9,Bluetooth Headphones
Polar Vantage M 49C86029,Wearable (Fitness Tracker)
90,Other
MiTV-MSSP2,TV
81772638,Other
TV UE43J5500,TV
LAPTOP-9AMQNR1I,Laptop
NEWTON1589611,Other
DESKTOP-M7LJMTE,Desktop PC
Echo Dot-FTL,Bluetooth Speaker
SmartBT iPlug,Other
Redmi miri,Smartphone
Il gatto,Other
MyMiFBBB0060FEFF,Other
marco android,Smartphone
TIM_BOX 4571,Other
LAPTOP-H5PQN15J,Laptop
DRA-L01 (maury)0,Smartphone
Triones-FFFF400004,Other
LE-Bose Anna,Bluetooth Headphones
AREA STONE-BLE,Other
E1900,Other
Domyos-Bike-0255,Other
BRC1H 6BFC65,Other
TPM191E 96e5,Other
I7-TWS,Bluetooth Headphones
ARMANDO,Other
IPXXH131251008,Other
EFECTO SJORI,Other
82463494,Other
Echo Dot-WLE,Bluetooth Speaker
BL-P1,Other
SD,Other
Smart Watc,Wearable (Fitness Tracker)
SPD-BLE0632452,Other
iCR70-3220423-i,Other
Gear Fit2 (EA2C),Wearable (Fitness Tracker)
TIM_BOX 7501,Other
LAPTOP-9PDHAHDC,Laptop
AQUOS_TVE19A,TV
KD-55XG8196,TV
1947S022052084,Other
MMB-Camera,Other
HUAWEI jose,Smartphone
Evoke D2 769BC0,Other
Echo Dot-B0V,Bluetooth Speaker
115 42,Other
Ford Audio,Other
kowalski,Other
CUBOT KING,Smartphone
Parrot v5.25C,Other
TIM_BOX 4925,Other
LUCIO,Other
82793433,Other
sd,Other
Jack s OPPO Find X2 Neo,Smartphone
DCS-8000LHV2-A405,Other
DESKTOP-KVEKSBD,Desktop PC
TV tv bar krugel,TV
AVH-Z5000DAB,Car
Echo Dot-D16,Bluetooth Speaker
Audi MMI 3104,Car
AUDI MMI 1344,Car
TV Samsung Q70 Series (65),TV
Gear S3 (65E8) LE,Wearable (Fitness Tracker)
Note 7 Giuly,Smartphone
JBL Flip 5,Bluetooth Speaker
Fossil,Wearable (Fitness Tracker)
LE-cossa sound,Other
BT 500,Other
Honor 6x,Smartphone
Honor 8 Pro,Smartphone
TOCFT002265,Other
DEH-X5800BT  ,Car
FD479RP,Other
XA910FE,Other
ManuelOP3,Smartphone
VE767600-7D52C156,Other
TV Bed room,TV
HUAWEI P8 lite,Smartphone
BRC1H 01E989,Other
DESKTOP-AH5VPD0,Desktop PC
TIM_BOX 4837,Other
DP_2_1_TOGJY014332,Other
LG CM2760(16),Bluetooth Speaker
PC-IVANO,Other
L810 #210,Other
CLLITBIWKB31,Other
LAPTOP-V5J4OBD4,Laptop
AMICO GRANDE 2 LCD,Other
LAPTOP-S83ALBID,Laptop
SPH-DA230DAB,Car
VW BT 6610,Other
QHM-E67D,Other
VW BT 8584,Other
Huawei Climatik 1,Other
Audi MMI 8495,Car
LAPTOP-4U4TTEIA,Laptop
JBL Charge,Bluetooth Speaker
LE-Gions Bose,Bluetooth Headphones
LAPTOP-DG3HLUJQ,Laptop
S850H,Other
LE-reserved_Q,Other
LE-Paulo,Other
Tesla Model S Sophia,Car
SYNC ,Other
FIAT,Car
e-Distri158200887038,Other
DESKTOP-BNFNU7D,Desktop PC
SONY KD-49XH8096,TV
LE-Revolve,Other
LINK MH6328I00989,Other
22342018,Other
VW BT 6043,Other
82100917,Other
B210_73087184,Other
82558038,Other
Redminote9,Smartphone
24766284,Other
harper,Other
B210_73090928,Other
HP,Printer
Newlab,Other
TS 91BT,Other
82174764,Other
23259756,Other
iMac di Marcello ,Desktop PC
LG MICRO(F81B),Appliance
OfficeJet 5200 series,Printer
LG CM2460(F5),Bluetooth Speaker
B210_73096841,Other
LG webOS TV UK6950PLB,TV
 my adama,Other
Nokia 3310,Feature Phone
B210_73101714,Other
MARY,Other
LG webOS TV UH750V,TV
Simo 22,Other
TV Amelia,TV
ACTON II,Other
NIU_6261,Other
