Authority,Status,SubmittedDate,DC_Approved_Date,Final_Approved_Date,Final_Plot_Area,GrossPlotArea,NetPlotArea,Case_Type,Description,Circle,Zone,OrganizationName,District,DesignationName,Lattitude,Longitude,Usage,SubUsage,MaxBuildingHeight,Height,BuiltUpArea,MotagageArea,Units,Postcode
DTCP,DC Approved,6/12/2022,-2023.0,-,716.98,771.95,716.98,New,Building Permission,,,Nizamabad,Nizamabad,Architect,18.69099901,78.11925186,COMMERCIAL,Shop,3.9,3.9,21.68,2.5,0.0,503003
DTCP,Final Approved,6/12/2022,-2023.0,19/1/2023,666.04,709.01,666.04,New,Occupancy Certificate,,,GWMC,Warangal(Urban),City Planner,18.00577388,79.56404157,MEDICAL,,14.99,0.0,1851.62,0.0,0.0,506001
DTCP,Shortfall,6/12/2022,-1900.0,-,653.65,686.65,653.65,New,Building Permission,,,Mahaboobnagar,Mahaboobnagar,Architect,16.752171,77.997239,MEDICAL,Nursing Home,12.25,14.85,1772.05,140.8,0.0,509001
DTCP,Final Approved,6/12/2022,-2023.0,28/2/2023,584.87,584.87,584.87,New,Occupancy Certificate,,,GWMC,Warangal(Urban),City Planner,17.99670489,79.62032317,RESIDENTIAL,,14.97,0.0,1367.65,0.0,0.0,506013
DTCP,Final Approved,6/12/2022,-2023.0,21/2/2023,584.87,584.87,584.87,New,Occupancy Certificate,,,GWMC,Warangal(Urban),City Planner,17.99611436,79.62077618,RESIDENTIAL,,14.98,0.0,1444.8,0.0,0.0,506013
HMDA,Final Approved,6/12/2022,-2023.0,28/1/2023,445.93,445.93,445.93,New,Building Permission,,Zone-3 Shamshabad,Meerpet Municipal Corporation,Ranga Reddy,Commissioner,17.313297,78.545957,Residential,Bungalow,11.95,11.95,904.71,134.65,1.0,500097
DTCP,Reject,7/12/2022,-1900.0,-,395.45,395.45,395.45,New,Occupancy Certificate,,,Manikonda,Rangareddy,Commissioner,17.38981781,78.37784021,RESIDENTIAL,,15.0,0.0,1104.65,0.0,0.0,500089
HMDA,Final Approved,7/12/2022,-2022.0,17/2/2023,250.8,250.8,250.8,New,Building Permission,,Zone-1 Medchal,Gundlapochampally,Medchal-Malkajgiri,Commissioner,17.550145,78.478135,Residential,Residential Bldg/Apartment,11.6,14.95,793.67,64.31,8.0,500014
HMDA,DC Approved,7/12/2022,-2022.0,-,998.18,998.18,998.18,New,Building Permission,,Zone-4 Shankerpally,Sangareddy,Sanga Reddy,Assistant Planning Officer,17.5846838,78.08573641,Residential,Residential Bldg/Apartment,14.66,17.94,2877.95,242.37,25.0,502295
HMDA,Final Approved,7/12/2022,-2023.0,21/2/2023,278.37,278.37,278.37,New,Building Permission,,Zone-1 Medchal,Kompally,Medchal-Malkajgiri,Commissioner,17.547585,78.489233,Residential,Residential Bldg/Apartment,11.8,14.76,891.5,72.7,8.0,500100
DTCP,Final Approved,7/12/2022,-2023.0,22/2/2023,8801.75,8801.75,8801.75,New,Layout with Open Plot,,,Zaheerabad,Sangareddy,Commissioner,17.68200096,77.65978642,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,502318
DTCP,Final Approved,7/12/2022,-2023.0,10/4/2023,604.5,691.45,604.5,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,17.97646046,79.57358206,RESIDENTIAL,Bungalow,3.55,3.55,54.71,13.45,1.0,506005
DTCP,DC Approved,7/12/2022,-2023.0,-,520.61,520.61,520.61,New,Building Permission,,,Kamareddy,Kamareddy,Architect,18.31838997,78.33391491,RESIDENTIAL,Residential Bldg/Apartment,14.8,17.81,1359.5,112.9,10.0,503100
DTCP,Reject,7/12/2022,-1900.0,-,694.77,723.78,694.77,New,Building Permission,,,Pocharam,Medchal-Malkajgiri,Commissioner,17.45680714,78.66042079,RESIDENTIAL,Residential Bldg/Apartment,14.45,17.95,1881.79,178.82,18.0,501301
HMDA,Reject,7/12/2022,-1900.0,-,334.44,334.44,334.44,New,Building Permission,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Planning Ofcr,17.315602,78.622722,Residential,Residential Bldg/Apartment,15.0,17.7,1161.5,97.48,5.0,501505
DTCP,Final Approved,7/12/2022,-2022.0,17/1/2023,106.14,106.14,106.14,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,17.99319805,79.63052371,COMMERCIAL,Shop,6.05,9.2,156.66,10.54,0.0,506013
DTCP,Final Approved,7/12/2022,-2022.0,10/2/2023,668.9,668.9,668.9,New,Building Permission,,,NIZAMPET MUNICIPAL CORPORATION,Medchal-Malkajgiri,Commissioner,17.5330594,78.35174967,RESIDENTIAL,Residential Bldg/Apartment,15.0,17.75,1954.47,163.71,3.0,502325
DTCP,Final Approved,7/12/2022,-2022.0,4/2/2023,219.44,219.44,219.44,New,Building Permission,,,Huzurabad,Karimnagar,Commissioner,18.20981989,79.40667058,COMMERCIAL,Other Commerical Building,9.0,12.4,409.15,35.34,0.0,505498
DTCP,Final Approved,7/12/2022,-2023.0,4/2/2023,550.75,550.75,550.75,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,18.01619359,79.54791131,RESIDENTIAL,Other reseidential Building,6.6,6.6,201.14,34.38,2.0,506009
DTCP,Shortfall,7/12/2022,-1900.0,-,2537.82,2537.82,2537.82,New,Building Permission,,,Wardhannapet,Khammam,Architect,17.73038666,79.60059839,COMMERCIAL,Shop,4.87,4.87,470.92,49.3,0.0,506104
HMDA,Final Approved,15/12/2022,-2023.0,20/2/2023,668.8,668.73,668.8,New,Occupancy Certificate,,Zone-4 Shankerpally,Sangareddy,Sanga Reddy,Planning Ofcr,17.58480413,78.08606629,Residential,,14.95,0.0,1619.75,0.0,0.0,502295
DTCP,Final Approved,7/12/2022,-2023.0,6/1/2023,303.8,303.8,303.8,New,Building Permission,,,Adilabad,Adilabad,Commissioner,19.67210394,78.52761507,MEDICAL,Hospital,11.8,14.75,813.34,66.22,0.0,504001
HMDA,Final Approved,7/12/2022,-2022.0,27/1/2023,334.37,334.37,334.37,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.53462369,78.32142363,Residential,Residential Bldg/Apartment,14.99,17.49,1113.5,95.29,10.0,502325
HMDA,Final Approved,7/12/2022,-2023.0,14/3/2023,323.16,323.16,323.16,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.53061565,78.34531326,Residential,Residential Bldg/Apartment,14.99,17.49,1117.78,137.51,10.0,502325
HMDA,Final Approved,7/12/2022,-2023.0,8/2/2023,641.58,669.0,641.58,New,Occupancy Certificate,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Planning Ofcr,17.33696958,78.62530345,Residential,,14.99,0.0,1458.0,0.0,0.0,501505
DTCP,Final Approved,7/12/2022,-2023.0,11/5/2023,26690.4,28023.36,26690.4,New,Layout with Open Plot,,,Ramayanpet,Medak,Commissioner,18.11556177,78.44797434,,,0.0,0.0,0.0,0.0,0.0,502101
DTCP,Final Approved,7/12/2022,-2023.0,14/3/2023,891.58,891.58,891.58,New,Building Permission,,,Nizamabad,Nizamabad,Commissioner,18.6728411,78.1228434,RESIDENTIAL,Residential Bldg/Apartment,3.75,3.75,58.28,6.1,1.0,503003
DTCP,Shortfall,7/12/2022,-1900.0,-,695.09,818.81,695.09,New,Building Permission,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Architect,17.24217711,80.19498055,COMMERCIAL,Shop,12.0,12.0,1558.53,121.49,0.0,507318
DTCP,DC Approved,8/12/2022,-2023.0,-,18011.57,18251.38,18011.57,New,Layout with Open Plot,,,Achampeta,Nagarkurnool,Architect,16.39912197,78.61730855,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,
HMDA,Reject,8/12/2022,-1900.0,-,396.9,396.9,396.9,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Planning Ofcr,17.34199303,78.38157617,Residential,Residential Bldg/Apartment,14.85,17.75,1422.97,174.54,10.0,500086
HMDA,Final Approved,8/12/2022,-2022.0,2/5/2023,4248.43,4248.43,4248.43,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Commissioner,17.3370922,78.39365945,Residential,Residential Bldg/Apartment,17.99,17.99,14178.33,1096.43,78.0,500030
DTCP,Final Approved,8/12/2022,-1900.0,17/12/2022,250.8,250.8,250.8,New,Occupancy Certificate,,,Manikonda,Rangareddy,Commissioner,17.392332,78.381459,RESIDENTIAL,,15.0,0.0,792.2,0.0,0.0,500089
DTCP,Final Approved,8/12/2022,-2022.0,3/1/2023,357.59,359.52,357.59,New,Building Permission,,,Adibatla,Rangareddy,Commissioner,17.23877326,78.56859158,RESIDENTIAL,Residential Bldg/Apartment,12.0,15.25,1050.83,84.01,4.0,
DTCP,Final Approved,8/12/2022,-2023.0,29/3/2023,556.24,556.24,556.24,New,Building Permission,,,Kamareddy,Kamareddy,Municipality Commissioner,18.32149094,78.33312006,RESIDENTIAL,Residential Bldg/Apartment,14.8,17.91,1689.81,141.34,10.0,503100
DTCP,Shortfall,8/12/2022,-1900.0,-,4080.8,4080.8,4080.8,New,Building Permission,,,GWMC,Warangal(Urban),Architect,17.98205029,79.54346002,RESIDENTIAL,Other reseidential Building,3.6,3.6,91.37,12.77,1.0,506004
HMDA,Shortfall,8/12/2022,-1900.0,-,7007.31,7007.31,7007.31,New,Layout with Open Plot,,Zone-2 Ghatkesar,Boduppal Municipal Corporation,Medchal-Malkajgiri,Architect,17.44673563,78.60489329,Residential,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,500092
DTCP,Final Approved,8/12/2022,-2023.0,1/2/2023,693.05,718.96,693.05,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,17.98460334,79.57666403,RESIDENTIAL,Bungalow,9.45,9.45,1203.78,121.47,3.0,506005
HMDA,Final Approved,8/12/2022,-2023.0,8/2/2023,451.87,451.87,451.87,New,Occupancy Certificate,,Zone-4 Shankerpally,Manikonda,Ranga Reddy,Planning Ofcr,17.395656,78.37752,Residential,,14.98,0.0,1245.9,0.0,0.0,500089
DTCP,DC Approved,8/12/2022,-2022.0,-,668.74,668.74,668.74,New,Building Permission,,,Ameenpur,Sangareddy,Architect,17.521868,78.304409,RESIDENTIAL,Residential Bldg/Apartment,15.0,18.0,2023.45,165.99,20.0,502032
DTCP,Shortfall,8/12/2022,-1900.0,-,2603.73,2735.81,2603.73,New,Building Permission,,,Raikal,Jagityal,Architect,18.90246,78.82253,COMMERCIAL,Other Commerical Building,5.48,5.48,1393.48,109.23,0.0,505460
HMDA,Reject,8/12/2022,-1900.0,-,2480.51,2480.51,2480.51,New,Building Permission,,Zone-1 Medchal,Thumkunta,Medchal-Malkajgiri,Planning Ofcr,17.561769,78.50086663,Residential,Residential Bldg/Apartment,15.6,15.6,6008.84,473.96,5.0,500100
HMDA,Final Approved,8/12/2022,-2023.0,3/2/2023,240.8,240.8,240.8,New,Occupancy Certificate,,Zone-2 Ghatkesar,Peerzadiguda,Medchal-Malkajgiri,Planning Ofcr,17.40425959,78.60881292,Residential,Residential Bldg/Apartment,12.0,0.0,588.56,15.74,4.0,500098
HMDA,DC Approved,8/12/2022,-2023.0,-,33676.81,34380.11,33676.81,New,Building Permission,,Zone-2 Ghatkesar,Boduppal Municipal Corporation,Medchal-Malkajgiri,Architect,17.422772,78.606071,Residential,Residential Bldg/Apartment,44.95,44.95,194035.27,13591.86,1095.0,500098
DTCP,Shortfall,8/12/2022,-1900.0,-,2620.81,2620.81,2620.81,New,Building Permission,,,Ramagundam Municipal Corporation,Peddapally,Architect,18.76779421,79.48537229,COMMERCIAL,Hotel,14.35,17.95,8428.05,630.46,0.0,505208
DTCP,Reject,8/12/2022,-1900.0,-,995.42,995.42,995.42,New,Occupancy Certificate,,,Jagityal,Jagityal,Commissioner,18.79565846,78.92345945,RESIDENTIAL,,14.95,0.0,2263.4,0.0,0.0,505327
HMDA,Shortfall,8/12/2022,-1900.0,-,560.9,585.2,560.9,New,Building Permission,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Architect,17.58177961,78.42350235,Residential,Residential Bldg/Apartment,15.0,17.75,1511.35,138.76,15.0,500043
DTCP,Reject,8/12/2022,-1900.0,-,17612.93,17830.75,17612.93,New,Layout with Open Plot,,,Medak,Medak,Commissioner,18.04578803,78.27254641,,,0.0,0.0,0.0,0.0,0.0,502110
DTCP,Shortfall,8/12/2022,-1900.0,-,32869.21,33487.1,32869.21,New,Layout with Open Plot,,,GWMC,Warangal(Urban),Architect,18.03910042,79.6468972,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,506006
HMDA,Shortfall,8/12/2022,-1900.0,-,384.17,417.7,384.17,New,Building Permission,,Zone-2 Ghatkesar,Nagaram,Medchal-Malkajgiri,Architect,17.48295359,78.61597667,Residential,Residential Bldg/Apartment,11.99,14.49,952.83,116.94,8.0,500083
DTCP,Final Approved,8/12/2022,-2023.0,6/4/2023,350.84,355.34,350.84,New,Building Permission,,,Pedda Amberpet,Rangareddy,Commissioner,17.31457759,78.64087158,RESIDENTIAL,Residential Bldg/Apartment,11.96,14.71,1043.48,83.16,3.0,501505
HMDA,Shortfall,8/12/2022,-1900.0,-,250.76,250.76,250.76,New,Building Permission,,Zone-3 Shamshabad,Meerpet Municipal Corporation,Ranga Reddy,Architect,17.31711,78.546931,Residential,Residential Bldg/Apartment,11.9,14.8,795.42,95.32,4.0,500097
HMDA,Final Approved,8/12/2022,-2023.0,10/3/2023,710.44,710.44,710.44,New,Occupancy Certificate,,Zone-2 Ghatkesar,Boduppal Municipal Corporation,Medchal-Malkajgiri,Planning Ofcr,17.42165,78.564731,Residential,,14.99,0.0,1981.7,0.0,0.0,500039
DTCP,Final Approved,8/12/2022,-2022.0,25/3/2023,574.89,577.81,574.89,New,Building Permission,,,Ameenpur,Sangareddy,Commissioner,17.506299,78.33890511,RESIDENTIAL,Residential Bldg/Apartment,14.99,17.49,1632.91,147.35,10.0,500050
DTCP,Final Approved,9/12/2022,-2023.0,3/1/2023,3518.81,3561.73,3518.81,New,Occupancy Certificate,,,GWMC,Warangal(Urban),City Planner,18.00860986,79.57977117,RESIDENTIAL,,14.25,0.0,8709.0,0.0,0.0,506011
DTCP,Reject,9/12/2022,-1900.0,-,499.45,510.15,499.45,New,Building Permission,,,Vikarabad,Vikarabad,Commissioner,17.334872,77.900419,RESIDENTIAL,Residential Bldg/Apartment,14.95,17.95,1294.24,109.54,15.0,501102
HMDA,Final Approved,9/12/2022,-2023.0,4/3/2023,392.14,392.14,392.14,Addition/Alteration,Building Permission,,Zone-2 Ghatkesar,Turkayamjal,Ranga Reddy,Commissioner,17.30998367,78.59192808,Residential,Residential Bldg/Apartment,14.0,17.15,1397.55,78.56,10.0,501511
HMDA,Final Approved,9/12/2022,-2022.0,10/2/2023,157.16,157.16,157.16,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.5158,78.33891,Residential,Residential Bldg/Apartment,11.6,14.95,523.55,46.91,4.0,500050
DTCP,DC Approved,9/12/2022,-2022.0,-,1881.29,1881.29,1881.29,New,Occupancy Certificate,,,Nirmal,Nirmal,Architect,19.09965603,78.33665866,RESIDENTIAL,,14.48,0.0,4885.84,0.0,0.0,504106
HMDA,Shortfall,9/12/2022,-1900.0,-,387.58,408.8,387.58,New,Building Permission,,Zone-2 Ghatkesar,Pocharam,Medchal-Malkajgiri,Architect,17.41979951,78.62713294,Residential,Residential Bldg/Apartment,14.9,17.85,1338.4,114.74,10.0,500098
HMDA,Reject,9/12/2022,-1900.0,-,1139.61,1139.61,1139.61,New,Building Permission,,Zone-3 Shamshabad,Kothur,Ranga Reddy,Planning Ofcr,17.144208,78.286938,Commercial,Other Commercial Building,4.02,4.02,709.79,43.22,0.0,
HMDA,Reject,9/12/2022,-1900.0,-,1523.66,1523.66,1523.66,New,Building Permission,,Zone-3 Shamshabad,Kothur,Ranga Reddy,Planning Ofcr,17.143898,78.286708,Commercial,Other Commercial Building,4.02,4.02,756.06,29.15,0.0,
HMDA,Reject,9/12/2022,-1900.0,-,9509.98,9509.98,9509.98,New,Building Permission,,Zone-3 Shamshabad,Thukkuguda,Ranga Reddy,Planning Ofcr,17.21004683,78.51263205,Residential,Residential Bldg/Apartment,44.9,48.5,57976.74,4325.63,21.0,
HMDA,Final Approved,9/12/2022,-2023.0,14/3/2023,2501.35,2501.35,2501.35,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.53022,78.294513,Commercial,Commercial Bldg,14.95,14.95,11100.95,738.79,0.0,502032
DTCP,DC Approved,9/12/2022,-2022.0,-,593.32,593.32,593.32,New,Building Permission,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Architect,17.25094291,80.17489609,RESIDENTIAL,Residential Bldg/Apartment,14.25,17.7,1747.88,143.48,10.0,507002
HMDA,Final Approved,9/12/2022,-2023.0,20/3/2023,998.14,998.12,998.14,New,Occupancy Certificate,,Zone-2 Ghatkesar,Nagaram,Medchal-Malkajgiri,Planning Ofcr,17.48155316,78.6157107,Residential,,14.55,0.0,2383.63,0.0,0.0,500083
DTCP,Final Approved,9/12/2022,-2022.0,3/1/2023,429.86,440.63,429.86,New,Occupancy Certificate,,,Turkayamjal,Rangareddy,Commissioner,17.297813,78.605681,RESIDENTIAL,All types of residential buildings,12.0,0.0,911.08,0.0,12.0,501511
HMDA,Final Approved,9/12/2022,-2023.0,24/4/2023,1038.52,1038.52,1038.52,New,Occupancy Certificate,,Zone-4 Shankerpally,Narsingi,Ranga Reddy,Planning Ofcr,17.3972529,78.33332633,Commercial,,14.9,0.0,1994.03,0.0,0.0,500075
DTCP,Final Approved,9/12/2022,-2023.0,17/2/2023,259.89,259.89,259.89,New,Building Permission,,,Ameenpur,Sangareddy,Commissioner,17.50782343,78.33919286,RESIDENTIAL,Residential Bldg/Apartment,8.99,12.14,668.81,56.98,6.0,500050
DTCP,Final Approved,9/12/2022,-2022.0,19/1/2023,397.74,397.74,397.74,New,Building Permission,,,Turkayamjal,Rangareddy,Commissioner,17.24739103,78.5830765,RESIDENTIAL,Residential Bldg/Apartment,11.2,13.7,1201.62,124.14,8.0,501511
DTCP,Final Approved,9/12/2022,-2022.0,19/1/2023,357.1,363.55,357.1,New,Building Permission,,,Turkayamjal,Rangareddy,Commissioner,17.24724161,78.5831032,RESIDENTIAL,Residential Bldg/Apartment,11.2,13.7,1046.0,109.21,4.0,501511
DTCP,Final Approved,9/12/2022,-2023.0,20/1/2023,332.08,332.08,332.08,New,Building Permission,,,Turkayamjal,Rangareddy,Commissioner,17.29545222,78.58783086,RESIDENTIAL,Residential Bldg/Apartment,12.0,14.7,912.95,78.28,8.0,501511
HMDA,Reject,9/12/2022,-1900.0,-,0.0,0.0,0.0,New,Building Permission,,Zone-2 Ghatkesar,Boduppal Municipal Corporation,Medchal-Malkajgiri,Planning Ofcr,17.42033879,78.57679859,,,0.0,0.0,0.0,0.0,0.0,500092
DTCP,Final Approved,9/12/2022,-2023.0,1/3/2023,345.29,383.22,345.29,New,Building Permission,,,Suryapet,Suryapet,Commissioner,17.14639542,79.62548534,RESIDENTIAL,Residential Bldg/Apartment,11.8,15.1,952.25,76.73,4.0,508213
DTCP,Reject,9/12/2022,-1900.0,-,549.57,598.31,549.57,New,Building Permission,,,Nalgonda,Nalgonda,Commissioner,17.05475485,79.27867677,RESIDENTIAL,Residential Bldg/Apartment,14.5,17.85,1390.55,120.98,4.0,508001
DTCP,Final Approved,9/12/2022,-2022.0,20/1/2023,2527.66,2527.66,2527.66,New,Building Permission,,,Yadagirigutta,Yadadri-Bhuvanagiri,Commissioner,17.57351288,78.94633329,RESIDENTIAL,Dormitories,15.0,15.0,7381.37,597.08,124.0,508115
DTCP,Reject,9/12/2022,-1900.0,-,965.83,965.83,965.83,New,Building Permission,,,Ramayanpet,Medak,Commissioner,18.11901473,78.4311381,RESIDENTIAL,Residential Bldg/Apartment,12.05,12.05,2062.3,164.66,12.0,502101
DTCP,Final Approved,9/12/2022,-2023.0,12/4/2023,351.1,351.1,351.1,New,Building Permission,,,Mancherial,Mancherial,Commissioner,18.89422059,79.44070658,MEDICAL,Clinic,11.6,14.8,893.54,70.0,0.0,504200
HMDA,Final Approved,9/12/2022,-2023.0,4/2/2023,399.58,399.58,399.58,New,Occupancy Certificate,,Zone-2 Ghatkesar,Peerzadiguda,Medchal-Malkajgiri,Planning Ofcr,17.41078596,78.59752825,Residential,,11.92,0.0,953.97,0.0,0.0,500098
DTCP,Final Approved,9/12/2022,-2023.0,25/1/2023,764.75,764.75,764.75,Revision,Building Permission,,,KARIMNAGAR MUNICIPAL CORPORATION,Karimnagar,Commissioner,18.43882931,79.11463627,MEDICAL,Nursing Home,14.62,14.62,1813.28,170.02,0.0,505215
DTCP,Final Approved,9/12/2022,-1900.0,24/12/2022,501.49,501.49,501.49,New,Occupancy Certificate,,,Narsingi,Rangareddy,Commissioner,17.38633173,78.36361016,RESIDENTIAL,All types of Residential Buildings with ground coverage not exceeding 25%,14.99,0.0,930.05,0.0,10.0,500089
DTCP,Final Approved,9/12/2022,-2022.0,30/12/2022,577.87,585.0,577.87,New,Occupancy Certificate,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Commissioner,17.24666523,80.16713718,RESIDENTIAL,,14.75,0.0,1462.85,0.0,0.0,507002
HMDA,Shortfall,10/12/2022,-1900.0,-,32635.71,35020.95,32635.71,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Architect,17.52497533,78.34817879,Residential,Residential Bldg/Apartment,39.0,43.2,186189.18,13239.98,936.0,500049
HMDA,Final Approved,10/12/2022,-2023.0,19/4/2023,244.92,244.92,244.92,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.51811,78.344632,Residential,Residential Bldg/Apartment,12.0,15.0,650.38,57.64,4.0,500049
DTCP,Reject,10/12/2022,-1900.0,-,342.43,350.12,342.43,New,Building Permission,,,Jagityal,Jagityal,Commissioner,18.79704115,78.92386684,RESIDENTIAL,Residential Bldg/Apartment,11.4,14.45,842.0,69.59,4.0,505300
DTCP,Reject,10/12/2022,-1900.0,-,9332.66,10040.41,9332.66,New,Layout with Open Plot,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Commissioner,17.28911585,80.17318256,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,507002
DTCP,Final Approved,10/12/2022,-1900.0,20/12/2022,445.67,445.67,445.67,New,Occupancy Certificate,,,Manikonda,Rangareddy,Commissioner,17.39272325,78.3670749,RESIDENTIAL,,15.0,0.0,1238.4,0.0,0.0,500089
DTCP,Final Approved,10/12/2022,-1900.0,14/12/2022,418.0,418.0,418.0,New,Occupancy Certificate,,,Manikonda,Rangareddy,Commissioner,17.39446825,78.36514849,RESIDENTIAL,,15.0,0.0,1141.7,0.0,0.0,500089
DTCP,Reject,10/12/2022,-1900.0,-,867.8,913.25,867.8,New,Occupancy Certificate,,,Siddipet,Siddipet,Commissioner,18.08184642,78.85978155,RESIDENTIAL,,14.99,0.0,2027.35,0.0,0.0,502103
DTCP,Final Approved,10/12/2022,-2023.0,20/1/2023,1089.0,1089.0,1089.0,New,Building Permission,,,Bodhan,Nizamabad,Commissioner,18.63409298,77.88872889,COMMERCIAL,Petrol Filling Station(Without Service Bay),3.75,3.75,50.96,5.18,0.0,503185
HMDA,Final Approved,10/12/2022,-2022.0,28/12/2022,418.28,418.28,418.28,New,Occupancy Certificate,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Planning Ofcr,17.35622,78.39536,Residential,,14.99,0.0,1123.7,0.0,0.0,500093
HMDA,Shortfall,10/12/2022,-1900.0,-,698.74,721.21,698.74,New,Building Permission,,Zone-2 Ghatkesar,Nagaram,Medchal-Malkajgiri,Architect,17.4672818,78.63539025,Residential,Residential Bldg/Apartment,15.0,17.95,2205.0,187.04,20.0,501301
HMDA,Final Approved,10/12/2022,-2023.0,14/6/2023,12533.69,12533.69,12533.69,Addition/Alteration,Building Permission,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Commissioner,17.56036965,78.37078071,Institutional,Educational Building,18.0,18.0,10805.21,1073.21,0.0,502325
DTCP,Shortfall,10/12/2022,-1900.0,-,270.83,270.83,270.83,New,Building Permission,,,Manikonda,Rangareddy,Architect,17.39262203,78.37919737,RESIDENTIAL,Residential Bldg/Apartment,9.0,11.95,687.41,52.58,6.0,500089
HMDA,Reject,10/12/2022,-1900.0,-,1170.16,1170.16,1170.16,New,Occupancy Certificate,,Zone-1 Medchal,Medchal,Medchal-Malkajgiri,Planning Ofcr,17.6165057,78.50084841,Commercial,Ware House,6.9,0.0,507.4,56.01,0.0,501401
DTCP,Final Approved,10/12/2022,-2023.0,6/3/2023,6636.76,6733.96,6636.76,New,Layout with Open Plot,,,Alair,Yadadri-Bhuvanagiri,Commissioner,17.63241366,79.03127786,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,
DTCP,Reject,10/12/2022,-1900.0,-,4671.49,4671.49,4671.49,New,Layout with Open Plot,,,Wanapartrhy,Wanaparthy,Commissioner,16.3571869,78.06130864,,,0.0,0.0,0.0,0.0,0.0,509103
DTCP,Final Approved,10/12/2022,-2022.0,12/1/2023,11517.92,11517.92,11517.92,New,Layout with Open Plot,,,Wyra,Khammam,Commissioner,17.18309611,80.3667583,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,507165
DTCP,Final Approved,10/12/2022,-2023.0,10/4/2023,19887.32,19887.32,19887.32,New,Layout with Open Plot,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Commissioner,17.2311064,80.20403978,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,507318
HMDA,Reject,10/12/2022,-1900.0,-,730.18,760.88,730.18,New,Occupancy Certificate,,Zone-2 Ghatkesar,Nagaram,Medchal-Malkajgiri,Planning Ofcr,17.473178,78.622924,Residential,,14.95,0.0,1597.55,0.0,0.0,500083
DTCP,Reject,11/12/2022,-1900.0,-,11888.36,11888.36,11888.36,New,Layout with Open Plot,,,Medak,Medak,Commissioner,18.03560631,78.25884312,,,0.0,0.0,0.0,0.0,0.0,502110
DTCP,Final Approved,11/12/2022,-2023.0,20/2/2023,334.45,334.45,334.45,New,Occupancy Certificate,,,NIZAMPET MUNICIPAL CORPORATION,Medchal-Malkajgiri,Commissioner,17.550258,78.364303,RESIDENTIAL,All types of Residential Buildings with ground coverage not exceeding 25%,14.99,0.0,949.3,95.0,10.0,502325
DTCP,DC Approved,11/12/2022,-2023.0,-,607.25,607.25,607.25,New,Building Permission,,,Badepally(Jadcherla),Mahaboobnagar,Architect,16.77750562,78.13012733,RESIDENTIAL,Bungalow,15.0,17.5,1453.6,153.7,15.0,509301
HMDA,Final Approved,11/12/2022,-2022.0,20/12/2022,1859.78,1859.78,1859.78,New,Occupancy Certificate,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Planning Ofcr,17.513101,78.337618,Residential,,14.95,0.0,4537.52,0.0,0.0,500050
DTCP,Final Approved,11/12/2022,-2022.0,9/1/2023,464.78,480.76,464.78,New,Building Permission,,,Turkayamjal,Rangareddy,Commissioner,17.253034,78.579319,RESIDENTIAL,Residential Bldg/Apartment,12.0,15.2,1332.79,118.56,12.0,501511
